serial_no,ticket_id,ent name,subject,status,created_at,comments_count,is_escalated,jira_ticket_id,jira_ticket_url,issue_reported,root_cause,summary,resolution,was_diagnostics_used_custom_field,was_diagnostics_used_llm_assessment,was_diagnostics_used_confidence,was_diagnostics_used_reasoning,could_diagnostics_help_assessment,could_diagnostics_help_confidence,url,could_diagnostics_help_reasoning,Human score,Human reasoning,Agent improvement,diagnostics_capabilities_matched,limitation_notes,ticket_type,processing_status,error,,,could_diagnostics_help_assessment,COUNTA of ticket_id,could_diagnostics_help_assessment,could_diagnostics_help_reasoning,url,COUNTA of ticket_id
50,89507,,New Window Variable - Primary team,closed,2025-10-02T21:31:00+05:30,12,FALSE,,,Difficulty in sending targeted content to specific groups due to limitations with the existing Salesforce_user window variable.,Lack of a specific window variable to retrieve the 'Primary Team' field from a user's profile page in Salesforce.,"Stefanie Lotz from PageGroup reported an issue with targeting content to specific groups using the Salesforce_user window variable. The support team identified the need for a new window variable that accesses the 'Primary Team' field on a user's profile page. After initial investigation, the support team proposed adding the variable to the Apex class and updating the AC code. Stefanie's tech team needed more time to implement the changes on their end. The support team agreed to close the ticket temporarily until the necessary technical enhancements were completed by PageGroup.",The ticket was closed pending the implementation of the new window variable by PageGroup's tech team.,No,no,confident,"The synthesis summary and resolution do not mention the use of Diagnostics or any related terms such as 'diagnostic panel', 'rule evaluation', or 'visibility status'. The custom field also indicates 'No'.",no,confident,https://whatfix.zendesk.com/agent/tickets/89507,"The issue is a technical request for adding a new window variable to access the 'Primary Team' field in Salesforce. Diagnostics cannot help with technical requests like creating or adding new variables, as it does not cover feature requests or technical enhancements. The ticket type is clearly a 'technical request', making Diagnostics irrelevant in this context.","could_diagnostics_help: no
diagnostics_triage_help: no
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: no, because this ticket was not related to troubleshooting at all. This was a use case implementation, had no need for Diagnostics being used.

diagnostics_fix_help: no, because this is a use case request and not a troubleshooting/issue-related ticket","1. The ticket summary is apt & accurate

2. The could_diagnostics_help_reasoning is also sound & accurate",,Diagnostics cannot assist with creating or adding new window variables; this requires technical expertise and code changes.,technical_request,success,,,,,,,,,
51,89739,PageGroup,Support Needed - User Action Trigger for 'PCC Process Translations' Smart Tip Collection,closed,2025-10-08T14:01:02+05:30,8,FALSE,,,The first Smart Tip in the 'PCC Process Translations' collection is not being triggered by the user action as intended.,The user action and display rule for the first Smart Tip were not correctly configured.,"Júlia Manga reported that the first Smart Tip in the 'PCC Process Translations' collection was displaying regardless of the user action. After initial communication, a call was scheduled to troubleshoot the issue. During the call, the support agent and Júlia reselected the user action and added the correct display rule for the Smart Tip. This adjustment ensured that the Smart Tip was triggered correctly by the user action.",The issue was resolved by reselecting the user action and adding the appropriate display rule for the Smart Tip.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting during a call without mention of Diagnostics tool usage.,yes,confident,https://whatfix.zendesk.com/agent/tickets/89739,"The issue involved incorrect configuration of user action and display rule for the Smart Tip. Diagnostics provides visibility into rule evaluation status and step execution feedback, which would have helped identify the incorrect configuration and resolve the issue. The custom field shows Diagnostics was NOT used, representing a missed opportunity for self-service resolution.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: yes","could_diagnostics_help: yes

diagnostics_triage_help: yes, Because the issue was related to the user action not evaluating properly, this is something that is an element detection problem and this is something that the diagnostics interface could have highlighted and surfaced to the user. When triaging, if the user had checked diagnostic, they would have just realized that if they had reselected the appropriate user action based on the information provided by diagnostics, the support ticket could have been avoided completely. 

diagnostics_fix_help: yes, Because the final solution implemented by the support agent on the call with the user was also that of reselection of the user action, which in turn resulted in the smart tip working as expected. Reselection is one of the main recommended fixes that diagnostics today provides and had the user checked this via diagnostics, they could have performed this action resolve the issue themselves. ","1. The summary says that a display rule was added to the Smart Tip - which is incorrect. It was infact, added to the associated User Action so this comprehension was incorrect. Maybe some improvements to the system prompt are needed to help the LLM understand content types & nuances

2. The could_diagnostics_help reasoning does highlight the actual issue but doesn't comment on the recommended fix i.e reselection - this is something that the LLM needs to be informed via the system prompt. Definite area for improvement","Visibility rule evaluation status, Step execution feedback",,troubleshooting,success,,,,,,,,,
52,89815,PageGroup,Support Needed - Smart Tips are Not Appearing,closed,2025-10-09T15:36:27+05:30,10,FALSE,,,Smart Tips are not appearing as expected.,Extra space in the window variable under the visibility rule.,"Júlia Manga reported that three Smart Tips were not appearing despite being published. Initial checks showed that one Smart Tip was working after applying a CSS selector, but the other two were not visible. After a troubleshooting call, changes were applied to the other two Smart Tips, but only one started working. Further investigation revealed that an extra space in the window variable under the visibility rule was causing the issue. Once the space was removed, all Smart Tips worked as expected.",Removed the extra space in the window variable under the visibility rule.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting without mention of Diagnostics tool usage.,yes,confident,https://whatfix.zendesk.com/agent/tickets/89815,"The issue was related to a visibility rule failure due to an extra space in the window variable. Diagnostics provides visibility into rule evaluation status and can help identify such issues. The author could have used Diagnostics to detect the visibility rule failure and pinpoint the extra space causing the problem. The custom field shows Diagnostics was NOT used, representing a missed opportunity for self-service resolution.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: yes

diagnostics_triage_help: yes, Diagnostics was built to surface visibility rule failures. And in this case, it would have definitely helped the user as well as the support agent to figure out what exactly is the reason why the applied visibility rule condition for the smart tip was failing. So from a triage perspective, this is one of the main use cases that diagnostics can help surface. 

diagnostics_fix_help: no, While diagnostics would have helped surface the erroneous visibility rule that's causing SmartTip to not work, it wouldn't have detected the extra space issue that the support agent was able to figure out. As of today, diagnostics is just limited to highlighting the failing rule, but it doesn't inform or provide visibility into what could be. potentially be the fix or the adjustment required for the author to resolve it themselves. This is an area of improvement for diagnostics. ","1. The summary of the ticket was accurate & sound

2. The could_diagnostics_help_reasoning could be better. It does capture that diagnostics could have helped detect and surface the incorrect visibility rule for the user, but it assumes that it would also tell the user how to fix the extra space issue, which is incorrect. This is something that is constantly happening with the reasoning, and the reasoning logic(prompt) needs to be informed as to when diagnostics can help resolve an issue versus when diagnostics can only recommend a potential fix vs simply highlight the problematic visibility rule","Visibility rule failures, Visibility rule evaluation status",,troubleshooting,success,,,,,,,,,
53,89456,PageGroup,Help Needed: Auto Tag error in Flow 'Create a new candidate',closed,2025-10-01T19:04:22+05:30,6,FALSE,,,Error in Step 7 of the 'Create a new candidate' flow during diagnostics.,Flow steps needed to be reselected to resolve the error.,"Júlia Manga reported an issue with the 'Create a new candidate' flow, specifically an error occurring at Step 7 during diagnostics. Despite her attempts to fix it by reselecting and adjusting the steps, the problem persisted. Support agent Sriram acknowledged the issue and took some time to investigate. Sriram reselected the flow steps, which resolved the error. Júlia confirmed that the flow was working correctly after this adjustment, and the ticket was subsequently closed.",Reselecting the flow steps resolved the error in Step 7.,No,yes,confident,"The synthesis explicitly mentions that the error occurred during diagnostics, indicating that Diagnostics was used to identify the issue.",yes,confident,https://whatfix.zendesk.com/agent/tickets/89456,"Diagnostics was used to identify the step failure at Step 7. The tool provided visibility into the issue, which led to the resolution by reselecting the flow steps. This matches Diagnostics capabilities such as step execution feedback and visibility into step failures.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: yes","could_diagnostics_help: yes

diagnostics_triage_help: yes, Diagnostics actually was used by the author in this case and diagnostics informed the author that the step was failing due to a specific issue and within that issue the recommendation for the fix is to reach out to support for further assistance. So from a user-uset standpoint, everything was correct and it also helped her detect that the step was failing because of a certain issue and it was reported to support which was the recommended action from diagnostics. 

diagnostics_fix_help: yes, The fix suggested by diagnostics here was to reach out to support and the user did exactly that which is why the fix help section here is a yes. However, the reason for reaching out to support is because diagnostics does not exactly tell the user in this scenario why there is the error that they are seeing. So this is a potential improvement area for diagnostics. ",Good enough summary from comments & the ticket,"Real-time event-based step execution feedback, Visibility into the 'why' of a step failure",,troubleshooting,success,,,,,,,,,
54,90908,experian_lightning,Conversation with Lee Glenn - Flow Selector,closed,2025-11-03T17:40:55+05:30,3,FALSE,,,Selectors in the Production environment were broken.,Outdated or incorrect selectors in the Production environment.,"Lee Glenn contacted support to assist with broken selectors in their Production environment. After a brief conversation, Shawan and Lee initiated a Teams call to address the issue. Lee provided a specific selector path, which Shawan then updated. This update resolved the issue with the flow, confirming that the problem was due to outdated or incorrect selectors.",The issue was resolved by updating the selectors in the Production environment.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting without mention of Diagnostics tool usage.,yes,confident,https://whatfix.zendesk.com/agent/tickets/90908,"The issue was related to outdated or incorrect selectors in the Production environment. Diagnostics provides visibility into CSS selector failures and element detection issues, which would have helped identify the outdated or incorrect selectors. The author could have used Diagnostics to diagnose the selector issues themselves without raising a ticket. The custom field shows Diagnostics was NOT used, representing a missed opportunity for self-service resolution.","could_diagnostics_help: no
diagnostics_triage_help: no
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: no, because the issue is related to a selector not working in flow branching conditions - something that Diagnostics doesn't offer support for today. So in this case, even if diagnostics was used, because the problem was in the branching conditions and not at the flow step level, diagnostics would not be able to help here. 

diagnostics_fix_help: no, Since diagnostics does not detect branching condition failures, fix would also not be possible to recommend within diagnostics for this particular cohort of issues. ","1. The summary of the ticket is accurate but is missing critical context because the ticket summarizer tool is not checking/reading the root cause field of the Zendesk ticket. The support agent has highlighted that this ticket was related to incorrect branching conditions as part of the ticket's root cause field which the ticket summarizer agent should take into consideration to arrive at a more reliable summary. Necessitates system prompt improvements

2. Since the summary itself was not able to identify this as a branching condition problem, the could_diagnostics_help_reasoning was also flawed. Necessitates system prompt improvements","CSS selector failures, Element detection failures",,troubleshooting,success,,,,,,,,,
55,91262,,Help with element detection,solved,2025-11-10T16:21:30+05:30,4,FALSE,,,Element selection issues in the DOM using JavaScript.,"Elements were located under ShadowRoot, making normal selectors ineffective.","Rémi Preghenella reported issues with selecting elements in the DOM using JavaScript. The initial query returned null, indicating the elements were not found. After a brief review, a remote debugging session was scheduled. During the session, it was discovered that the elements were under ShadowRoot, which required different selector commands to validate. The support team used specific commands to fetch and validate the selectors successfully.",Used _wfx_get_selector($0); _wfx_validate_selector('') commands to fetch and validate selectors under ShadowRoot.,No,no,confident,Custom field says 'No' and synthesis shows manual debugging using specific commands (_wfx_get_selector($0); _wfx_validate_selector('')) without mention of Diagnostics tool usage.,no,confident,https://whatfix.zendesk.com/agent/tickets/91262,"The issue was related to elements being located under ShadowRoot, requiring specific selector commands for validation. Diagnostics does not support selector construction or validation for elements under ShadowRoot, which is a technical task requiring support intervention. The ticket type is a 'technical request', making Diagnostics irrelevant here.","could_diagnostics_help: no
diagnostics_triage_help: no
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: no, because this ticket was not related to troubleshooting at all. This was a use case implementation, had no need for Diagnostics being used.

diagnostics_fix_help: no, because this is use case required the ability to understand that the CSS selector needed here was in the ""shadowRoot"" and required a separate command to be executed by the support agent. Diagnostics cannot generate or construct CSS selectors today so this becomes an improvement area for Diagnostics","1. The ticket summary is apt & accurate

2. The could_diagnostics_help_reasoning is also sound & accurate",,Diagnostics cannot generate or validate selectors for elements under ShadowRoot; this requires technical expertise from support team.,technical_request,success,,,,,,,,,
56,90983,,CSS Selectors needed on Job Leads,solved,2025-11-04T21:34:05+05:30,11,FALSE,,,Customer was unable to select specific fields (Job/Project and Job Type) without including the field label for a Smart Tip trigger in Salesforce.,"Incorrect CSS selectors were being used, which included the field labels, preventing the fields from being recognized as blank.","Stefanie Lotz reported an issue with creating a Smart Tip in Salesforce where certain fields (Job/Project and Job Type) could not be selected without their labels, causing the trigger to fail. The support team initially faced access issues but eventually gained the necessary access. A call was scheduled to troubleshoot the problem. During the call, the support agent provided specific CSS selectors to target the fields correctly. Stefanie tested these selectors in the browser console and confirmed they worked, despite the absence of an expected screen recording.",The issue was resolved by providing and validating the correct CSS selectors for the fields in question.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting using browser console without mention of Diagnostics tool usage.,no,confident,https://whatfix.zendesk.com/agent/tickets/90983,"The issue was a technical request for constructing and providing specific CSS selectors, which is outside the scope of Diagnostics capabilities. Diagnostics does not generate or construct CSS selectors; it diagnoses issues with existing content. The ticket type is a 'technical request', not a troubleshooting issue, making Diagnostics irrelevant here.","could_diagnostics_help: no
diagnostics_triage_help: no
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: no, because this ticket was not related to troubleshooting at all. This was a use case implementation, had no need for Diagnostics being used.

diagnostics_fix_help: no, because this is use case required the ability to understand that the CSS selector needed here was in the ""shadowRoot"" and required a separate command to be executed by the support agent. Diagnostics cannot generate or construct CSS selectors today so this becomes an improvement area for Diagnostics","1. The ticket summary is apt & accurate

2. The could_diagnostics_help_reasoning is also sound & accurate",,Diagnostics cannot generate or construct CSS selectors; this requires technical expertise from support team.,technical_request,success,,,,,,,,,
57,91430,,Conversation with Joseph Benedict Divina : Unable to view the popup,solved,2025-11-13T09:27:10+05:30,2,FALSE,,,Customer unable to view pop-up alerts after refreshing the page.,"The pop-up occurrence setting was set to '1', limiting its display to a single instance.","Joseph Benedict Divina reported an issue where pop-up alerts were not reappearing after a page refresh. During the chat, Rohan, the support agent, inquired about the pop-up settings and identified that the occurrence was set to '1', which restricts the pop-up to show only once. Joseph confirmed this setting and adjusted it to a higher number or set it to unlimited for testing purposes. After making this change and refreshing the application, the pop-ups displayed correctly.",The issue was resolved by increasing the pop-up occurrence setting from '1' to a higher number or setting it to unlimited.,No,no,confident,The synthesis summary and resolution do not mention the use of Diagnostics. The issue was identified and resolved through manual troubleshooting by adjusting the pop-up occurrence setting.,no,confident,https://whatfix.zendesk.com/agent/tickets/91430,"The issue was related to the configuration setting of the pop-up occurrence, which is not within the scope of Diagnostics capabilities. Diagnostics cannot help with configuration settings like occurrence limits; it is designed to diagnose issues related to visibility rules, element detection, and step execution failures.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: yes","could_diagnostics_help: yes

diagnostics_triage_help: yes, because pop-up occurrence count is something Diagnostics already surfaces in it's interface. Had the user used/checked Diagnostics, he could've identified the issue and made corrections accordingly. Diagnostics CAN and DOES surface pop-up occurrence count exhausted information, this ticket could've been prevented from being raised

diagnostics_fix_help: yes, because Diagnostics today informs the author that the occurrence count is exhausted & recommends adjusting/increasing the count as a potential fix","1. The summary is apt & sound

2. The could_diagnostics_help_reasoning is entirely inaccurate. Diagnostics CAN detect occurrence exhausted issues and also recommends adjusting/increasing the count as a resolution. The system prompt for this has to be refined for better output",,Diagnostics cannot assist with configuration settings such as pop-up occurrence limits.,troubleshooting,success,,,,,,,,,
58,91280,,Conversation with Lee Glenn: Flow issue,solved,2025-11-10T20:57:18+05:30,3,FALSE,,,Weird selection issue on a step in the flow that never gets actioned or completed.,Existing steps in the flow were not functioning properly in the BAUUAT environment.,"Lee Glenn reported a selection issue in a flow step that was not being actioned or completed. After a brief conversation, Sneha Kore initiated a call to investigate further. During the call, it was observed that the flow issue was resolved by creating new automated steps and adding them to the existing flow. The new steps functioned correctly, addressing the problem that was specific to the BAUUAT environment.",Creating new automated steps and integrating them into the existing flow resolved the issue.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting without mention of Diagnostics tool usage.,no,confident,https://whatfix.zendesk.com/agent/tickets/91280,"The issue was resolved by creating new automated steps and integrating them into the existing flow. This falls under automated step execution in flow steps, which Diagnostics cannot help with. The ticket type is a 'technical request', making Diagnostics irrelevant here.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: yes

diagnostics_triage_help: yes, because the user could've checked Diagnostics to understand/identify what the step execution status was before reaching out to Support, potentially preventing a screen share session & a faster resolution. Diagnostics can provide real time step execution feedback 

diagnostics_fix_help: no, because the eventual resolution was to delete the steps & recreate them, which seemed to resolve the issue. This is not something Diagnostics can surface or assist with, making it a potential improvement area should Diagnostics become a multi-turn conversation","1. The ticket summary is apt & accurate

2. The could_diagnostics_help_reasoning is also sound & accurate",,Diagnostics cannot help with automated step execution in flow steps or smart tips not working or completing as expected.,technical_request,success,,,,,,,,,
59,91271,ZeOmega_Jiva,Issue with Pop-up + Launcher Visibility Rules,solved,2025-11-10T19:45:04+05:30,7,FALSE,,,Pop-up displays on load and reload of the application home page without clicking the Launcher.,Conflict in the visibility rules of the Pop-up and Launcher settings.,"Michael George reported that a Pop-up intended to display only when a Launcher is clicked was instead appearing on the application home page load and reload. Initial troubleshooting by Akash P involved removing the launcher event rule from the Pop-up, which did not resolve the issue. A follow-up call was scheduled to investigate further. During the call, it was confirmed that the current settings were functioning as expected, indicating that the issue was resolved through the adjustments made during the call.",The issue was resolved by confirming and adjusting the Pop-up and Launcher settings during a troubleshooting call.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting and adjustments during a call without mention of Diagnostics tool usage.,yes,confident,https://whatfix.zendesk.com/agent/tickets/91271,"The issue was related to visibility rule conflicts between the Pop-up and Launcher. Diagnostics provides visibility into rule evaluation status and real-time event-based step execution feedback, which would have shown the conflict and helped identify the incorrect settings. The author could have used Diagnostics to diagnose and resolve the visibility rule conflict themselves. The custom field shows Diagnostics was NOT used, representing a missed opportunity for self-service resolution.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: yes 

diagnostics_triage_help: yes, Because diagnostics would have helped understand why the pop-up was appearing without the launcher being clicked as well. They could have seen what conditions within the pop-up were turning out to be true. That led to it showing up even before the launcher was clicked. This kind of visibility rule evaluation information is what diagnostics provides, which would have helped the user triage and understand what exactly is going wrong. 

diagnostics_fix_help: no, While this would have helped the user understand which condition is evaluating to true, that is making the pop-up appear even without the launcher being clicked, it would not tell the author or the user what to do to avoid this from happening. This is an area for improvement for diagnostics as well. ","1. The summary of the ticket seems apt & accurate

2. The could_diagnostics_help_reasoning is somewhat accurate. The fact that the reasoning says that it would allow the user identify the incorrect settings is correct, but it could not resolve the visibility rule conflict themselves. They would still need to understand where it is happening and be provided with more information. So this part is missing from the reasoning and it deems revisiting the system prompt for this reasoning capability in the summarize agent. ","Visibility rule evaluation status, Real-time event-based step execution feedback",,troubleshooting,success,,,,,,,,,
